,,,,,归属母公司股东的净利润同比增长率(%),,,,,,,归属母公司股东的净利润-扣除非经常损益同比增长率(%),,,,,,,营业总收入同比增长率(%),,,,,,,销售毛利率,,,,,,,销售净利率,,,,,,,加权平均净资产收益率,,,,,,
600511.SH,国药股份,北京,医药商业,20021127,-19.0173,12.4092,14.23,23.006,15.2797,6.7782,6.2553,-32.1,12.45,23.82,24.36,88.49,10.41,3.97,-18.3014,10.0655,15.2418,6.7662,4.8372,10.8313,4.6788,6.6782,7.7231,8.7527,8.8258,7.8105,7.4244,7.9508,3.0521,3.2248,4.2121,4.1112,3.6908,4.2128,4.4072,2.18,3.05,16.31,16.23,16.06,16.7,18.91
600513.SH,联环药业,江苏,化学制药,20030319,14.7529,5.2842,8.3931,4.2659,12.5333,25.0927,13.9097,14.24,3.25,8.0,12.45,4.69,27.73,9.53,18.8235,9.3009,26.5977,47.9088,13.927,-5.8484,-3.9264,47.8398,66.4739,60.189,68.5968,68.9183,58.489,56.948,7.9738,6.8541,6.4518,7.277,10.2389,10.3372,7.7838,1.92,1.78,8.34,8.15,8.29,7.82,7.69
600518.SH,ST康美,广东,中成药,20010319,-552.2795,-14.5756,-1344.5315,-47.1965,22.7674,21.1725,20.5984,-2170.16,-32.29,-1544.89,-50.84,21.55,21.02,20.98,-76.1346,0.1845,-32.93,-2.9214,22.3389,19.7904,13.2774,28.5869,30.0999,13.1968,31.9116,30.3162,29.8988,28.3368,-25.4142,4.4525,-40.6727,2.1684,15.4649,15.4177,15.257,-1.59,0.87,-21.2,3.44,14.02,14.88,18.54
600521.SH,华海药业,浙江,化学制药,20030304,62.7371,-16.2262,429.7842,-83.1811,27.6371,13.1893,66.6559,94.37,-28.62,292.81,-81.05,33.0,9.97,64.22,30.98,-3.2249,5.761,1.8511,22.2131,16.9266,35.4112,60.1187,56.8635,60.5355,59.7519,55.9643,49.8476,49.2198,14.7917,11.6939,11.2623,2.6479,12.4668,11.1633,12.4764,3.86,3.28,12.18,2.29,13.81,12.71,13.06
600529.SH,山东药玻,山东,医疗保健,20020603,22.6287,33.4799,28.0498,36.3269,38.5819,30.3957,16.6033,29.93,32.15,31.44,39.97,21.52,36.98,16.46,6.9803,10.3699,15.7748,10.905,13.2694,19.3979,1.8978,35.5655,37.4692,36.9058,35.9879,32.2203,32.8058,31.3062,17.8699,15.5895,15.3287,13.8593,11.2748,9.1883,8.3955,3.45,3.1,12.44,10.6,8.36,8.26,6.7
600530.SH,*ST交昂,上海,医疗保健,20010702,-76.4232,147.951,84.6268,-415.4238,16.9317,38.1728,16.9967,-102.89,-48.11,90.51,-2753.42,161.4722,46.0389,-310.62,4.5237,-4.013,31.5682,-7.8032,4.9404,0.1689,-30.9164,45.9757,54.5903,54.1142,56.9282,56.0502,59.5828,58.6068,21.9949,98.3418,-21.2922,-211.0246,60.6391,45.1708,37.4293,2.38,4.7,-8.98,-39.62,9.72,7.84,5.06
600535.SH,天士力,天津,中成药,20020823,-34.2094,20.6381,-35.1899,12.25,17.0106,-20.4338,8.0597,-28.9,10.28,-29.58,2.13,13.91,-18.6,5.43,-13.5312,15.662,5.6076,11.7769,15.4075,5.428,5.1664,30.5371,33.9829,31.3007,36.199,36.2904,36.5127,38.7248,7.3972,9.9018,5.2803,8.8492,8.7129,8.7428,11.524,2.61,4.16,9.28,15.33,15.24,15.24,22.82
600538.SH,国发股份,广西,医药商业,20030114,-33.1892,1165.5629,126.7128,-344.1757,127.7781,-886.1207,108.2386,128.3741,-1.3255,60.2638,-47.4652,55.3769,-349.4768,78.4091,5.9029,14.4299,11.8605,-48.3245,-4.5938,-10.0708,21.9049,19.259,16.43,18.6937,19.7667,18.2428,10.8067,16.6269,1.7508,2.7752,2.2986,-9.6253,0.5419,-10.7708,1.6291,0.16,0.24,0.9,-3.33,1.35,-4.78,0.6
600557.SH,康缘药业,江苏,中成药,20020918,-25.9795,18.0229,22.4461,15.4109,0.0112,3.1475,13.3668,13.91,19.39,22.83,14.33,7.14,-2.51,10.87,-24.1308,20.4492,19.3786,16.7682,9.1465,6.376,10.0478,73.0681,78.8719,78.1218,76.334,75.7627,74.6443,74.6912,9.9356,10.4051,11.3127,11.4442,11.5486,12.537,12.9498,2.02,2.99,12.94,11.73,11.29,12.55,13.65
600566.SH,济川药业,湖北,中成药,20010822,-9.0171,9.2843,-3.8445,37.9578,30.9662,36.065,32.1873,-5.76,6.06,-1.7,37.98,28.0,40.82,33.94,-3.4483,-2.2647,-3.7209,27.7596,20.6101,24.1533,26.166,83.053,85.5521,84.0024,84.7936,84.9516,85.2401,84.3404,23.1194,24.5345,23.3858,23.4159,21.6935,19.9741,18.1303,7.33,8.93,28.43,34.74,31.78,29.95,28.57
600572.SH,康恩贝,浙江,中成药,20040412,2.1964,-34.2249,-142.3998,13.0328,61.2254,0.1585,-20.2727,-22.18,-34.38,-158.16,8.31,43.29,-5.66,47.92,-3.4968,-5.2686,-3.5597,28.1958,-12.0658,13.5497,48.0329,71.4319,76.2582,74.7495,77.1122,72.6289,47.9682,53.1853,11.9527,11.2276,-4.0116,11.9107,13.7888,6.7129,9.5004,3.84,3.17,-6.85,13.89,15.88,10.43,12.02
600587.SH,新华医疗,山东,医疗保健,20020927,-94.0576,1863.8297,3680.3259,-65.2303,89.1909,-87.6666,-13.9711,16.1,-4.01,55.1021,52.07,-185.8381,-122.84,-28.1,-14.6631,-6.8376,-14.7504,3.009,19.3526,10.7228,20.2273,23.0093,21.8383,21.2316,19.9951,19.8507,20.7868,22.2687,1.7547,28.1532,9.8108,1.1884,1.492,1.4421,4.7969,0.8,13.55,23.54,0.69,2.0,1.07,8.97
600594.SH,益佰制药,贵州,中成药,20040323,1.0254,-41.542,119.5584,-287.2102,0.693,96.9751,-64.229,-1.39,-39.74,113.2906,-329.18,-8.32,132.5991,-64.6007,-16.6411,-14.4443,-13.4395,1.975,3.2776,11.6367,4.6069,78.1524,76.5932,78.1138,72.2926,74.748,76.4619,80.8545,7.9625,6.5582,3.9398,-17.6284,10.7094,10.3495,5.2613,1.648,1.676,4.023,-18.71,9.483,10.267,5.446
600613.SH,神奇制药,上海,中成药,19920820,-63.4366,-21.3448,-20.8468,-18.1402,-28.8139,-15.9971,20.2922,-51.74,14.21,-14.95,-19.96,-27.7,-21.59,19.58,-19.5576,23.5177,4.0308,6.7517,8.627,0.3111,23.1272,49.5535,56.5325,63.1713,60.9422,60.248,66.1311,74.0339,3.2097,4.9624,4.1797,5.3128,6.8926,11.0555,13.7023,0.33,0.93,3.25,4.22,5.35,7.84,10.45
600624.SH,复旦复华,上海,化学制药,19930105,-12.1671,48.6929,29.743,0.7314,11.3223,-26.9743,28.9425,-27.76,128.56,-49.2,1.69,192.47,-78.27,19.9,-58.8242,120.3564,38.8485,37.0372,9.6072,-6.4671,-28.7971,50.8037,31.3485,41.604,54.6017,43.6028,35.1097,29.7653,6.508,2.9728,4.37,4.9147,6.6369,6.2731,8.1404,1.08,1.26,4.776,3.723,3.84,3.537,4.995
600645.SH,中源协和,天津,生物制药,19930504,-80.1674,-76.8922,-16.131,471.5794,-148.7574,-81.829,487.4895,-92.33,691.92,110.83,-1296.39,-138.71,-7.64,43.17,-13.8159,-0.0915,5.0178,-0.0249,3.94,18.1815,48.6784,64.2936,70.1556,67.6436,66.5061,69.8365,64.8011,65.3951,2.127,11.7938,3.8906,4.9869,-1.1941,5.9773,30.6122,0.18,1.11,1.64,2.18,-1.23,2.41,14.88
600664.SH,哈药股份,黑龙江,化学制药,19930629,-28.5764,-203.5146,-83.8759,-14.9483,-48.3601,35.8488,134.7711,-24.16,-223.7152,-104.9762,-15.8,-59.3,29.64,139.69,-6.1056,-6.4287,9.3488,-10.018,-14.9315,-10.9063,-3.9537,17.9923,21.6372,23.9366,27.2379,25.882,26.4397,24.9284,-6.9623,-4.7291,1.0306,3.7327,3.8641,5.973,3.8753,-3.53,-2.62,0.94,5.33,5.6,10.58,7.21
600671.SH,*ST目药,浙江,中成药,19930823,98.6828,0.4209,607.3761,-209.0912,489.8099,105.6498,-893.9656,4.0605,-43.9366,-22.7182,-61.6311,-12.8682,34.4213,-955.18,-26.3996,-16.2258,-17.1279,103.2346,42.5598,30.5591,-36.2822,37.6534,42.297,49.6878,38.154,40.3558,38.5157,31.418,-0.6313,-1.3282,17.3224,-1.5818,4.5523,2.1232,-23.7342,-0.0233,-3.27,61.75,-14.17,11.4755,2.09,-31.7
600673.SH,东阳光,广东,化学制药,19930917,-33.2225,23.9514,2.0067,28.7793,377.756,10.0896,-36.3628,-23.16,240.15,19.21,54.89,368.89,308.52,-73.62,-7.2183,20.4852,26.429,29.743,45.2672,8.882,-8.3389,54.4125,50.6739,45.6558,35.1503,20.6415,18.1841,16.2941,18.5552,20.9913,13.54,12.7853,6.7519,1.1082,1.7216,4.24,6.58,16.14,17.46,13.18,3.04,2.78
600713.SH,南京医药,江苏,医药商业,19960701,5.2165,11.6685,31.2631,13.7029,32.7282,15.0247,21.6048,-48.45,6.51,16.02,17.87,12.46,26.61,154.43,0.6106,12.6191,18.6969,8.6524,2.8179,7.6871,12.3996,5.9689,6.3501,6.6122,6.6062,6.3295,5.8812,5.9201,0.9928,1.0235,1.1615,1.1048,1.1329,0.8929,0.7766,1.864,1.952,9.021,7.289,8.832,7.313,7.059
600721.SH,ST百花,新疆,生物制药,19960626,-89.3092,-16.2466,105.0918,-43.2091,-505.447,134.271,-73.7751,-95.14,-18.97,100.89,-43.6,-229.26,61.26,-78.23,-51.3083,-37.0525,-37.4942,-0.0746,-43.6587,-7.9415,-27.0604,56.3196,57.9397,48.487,44.9022,28.655,4.5248,-7.8722,8.2514,37.341,12.8862,-193.9409,-134.7058,7.5447,-67.228,0.33,2.86,3.68,-61.31,-28.16,17.38,-78.4305
600750.SH,江中药业,江西,中成药,19960923,3.4422,9.4986,-1.4145,12.5543,10.0149,3.4744,38.5747,6.98,4.08,-5.16,8.46,12.08,9.89,32.3,-2.2347,16.717,39.549,0.4916,11.8307,-39.8671,-8.3544,64.7811,66.3409,66.6551,67.4478,69.4019,70.8702,50.4856,25.5604,24.2736,19.5736,26.7904,23.9156,24.3146,14.1691,3.62,3.83,13.63,15.25,15.11,15.29,16.56
600763.SH,通策医疗,浙江,医疗保健,19961030,-119.584,53.7056,39.4408,53.3387,59.0535,9.4406,74.7891,-125.18,51.08,38.6,53.56,60.54,7.8,27.65,-51.0822,27.7691,22.5204,31.0509,34.2486,15.1269,30.5872,11.9327,46.6701,46.0797,43.2893,41.3628,41.4134,39.7998,-13.6609,26.7007,26.8063,23.2336,19.2152,15.1169,25.4004,-1.04,6.95,29.87,28.66,23.39,18.17,26.52
600767.SH,ST运盛,四川,医疗保健,19961115,25.8811,66.9183,-444.4095,-53.0002,176.3392,19.0241,-370.3375,49.4636,14.4062,-1821.75,113.3394,35.8797,29.2423,-396.57,-30.6024,9.316,-36.0901,82.839,20.2754,87.2855,-72.5476,22.9465,19.5111,24.1918,43.1537,57.1646,66.9248,62.1172,-17.8115,-29.1795,-62.0715,8.2826,30.4765,-74.0007,-140.9754,-0.719,-0.766,-28.044,7.384,17.714,-22.0,-21.2
600771.SH,广誉远,青海,中成药,19961105,-51.8922,10.9856,-65.2324,57.9816,92.822,5948.8354,-94.4597,-32.5,-17.86,-70.3,81.43,89.43,2188.6624,78.41,-17.1041,-7.5602,-24.8132,38.5116,24.7271,118.7008,20.9743,75.9,77.6874,77.7855,81.1158,82.3894,77.9423,72.7727,11.9572,22.6479,11.2846,24.3428,21.4183,16.4256,2.177,1.16,2.47,5.59,17.81,12.96,15.82,0.59
600781.SH,*ST辅仁,河南,中成药,19961218,-88.2307,17.2615,-48.119,126.6703,12.2273,-36.4287,129.0911,-88.77,15.19,-47.45,3655.55,18.85,-12.21,192.57,-60.5469,1.0207,-18.1442,8.9206,15.6872,7.2656,6.2702,47.7267,47.6497,43.0806,44.0038,40.3608,42.6223,48.8611,4.7665,15.8836,8.917,14.1396,13.3696,4.4859,7.1234,0.42,3.91,8.28,17.81,15.54,4.88,8.3
600789.SH,鲁抗医药,山东,化学制药,19970226,-87.4964,-46.7288,-24.8691,41.2739,292.539,268.5089,106.307,-111.33,-46.59,-40.2,41.81,312.23,176.8069,82.3158,2.4499,6.7425,12.107,28.0968,3.7395,3.9541,4.2465,21.1971,29.5418,28.2819,31.1481,27.291,23.4896,19.6936,0.7804,5.4138,3.4502,5.2088,4.9601,1.1776,0.3141,0.2,1.64,4.08,6.04,6.0,1.59,0.49
600812.SH,华北制药,河北,化学制药,19940114,104.4943,16.4556,1.8579,703.0315,-65.5248,-13.4184,63.1364,-188.87,-0.55,413.86,2.45,142.8538,-2237.35,107.8481,-17.0979,8.2608,18.0924,19.5178,-4.6191,2.2773,-15.8745,37.7015,41.8963,42.2113,42.1881,31.7023,19.3585,18.1923,2.6057,1.1082,1.3593,1.5826,0.1873,0.6388,0.6435,1.13,0.56,2.79,2.8,0.35,1.03,1.19
600829.SH,人民同泰,黑龙江,医药商业,19940224,-34.3077,5.7807,3.6745,1.4412,13.2226,61.6153,-25.8761,-34.91,4.44,2.95,3.96,9.58,70.5,-32.17,-4.6204,15.1977,18.4071,-11.9075,-11.0674,1.0803,-1.1249,12.1099,13.8088,12.2194,12.8151,11.6035,10.0216,11.0884,2.5763,3.7404,3.1997,3.6548,3.1739,2.493,1.4877,2.58,4.55,15.6,16.93,16.32,14.62,7.87
600833.SH,第一医药,上海,医药商业,19940224,32.0238,22.6208,12.5101,8.5323,-5.5554,11.8189,11.1916,151.46,-35.37,100.79,-54.77,-7.39,18.22,12.03,63.0211,-1.7176,5.6519,-24.3859,2.4435,1.8827,5.3871,16.0007,18.3375,20.0142,19.3704,15.8585,15.6847,15.351,3.7123,4.5839,4.2705,4.0102,2.7939,3.0305,2.7612,2.55,1.99,7.63,6.89,6.06,6.12,5.8
600851.SH,海欣股份,上海,化学制药,19940404,-42.3792,24.2133,-23.1498,28.4441,17.044,-42.8538,-45.8878,-34.8,10.33,-65.38,27.58,47.43,-38.63,477.44,-17.8169,7.9445,1.1893,9.8196,-1.124,-3.8039,-5.258,38.9015,42.6597,41.2342,40.4771,30.5882,23.9667,23.965,5.2634,9.6079,9.6737,14.2001,8.7821,4.354,16.5022,0.3401,0.623,3.01,3.75,2.67,2.06,3.17
600867.SH,通化东宝,吉林,生物制药,19940824,1.4035,-0.0634,-3.2672,0.2453,30.5232,30.0156,76.1946,3.35,0.41,-0.61,-2.46,34.0,34.93,62.89,0.5975,-0.7021,3.1275,5.799,24.7467,22.2296,15.0187,79.4966,75.023,74.0198,72.3338,74.6806,75.8942,75.2639,38.5612,38.2745,29.1538,31.1529,33.0055,31.3276,29.3573,5.45,5.63,16.58,17.63,19.79,20.78,21.81
600896.SH,览海医疗,海南,医疗保健,19960503,-36.6447,-297.2294,-253.0734,116.5128,-50.8598,-2002.901,112.4354,8.4792,7.5665,16.9903,-40.5105,80.4209,-66.0729,-112.8234,-34.3048,-56.9147,-41.3427,20.2662,-94.8361,-10.2936,-8.7913,-444.3558,-416.4711,-262.7344,-101.0686,87.5402,8.6602,5.071,-1187.7673,-574.1649,-572.3767,222.2036,-1574.2201,-50.6197,7.8786,-2.49,-1.64,-10.45,6.62,-34.24,-23.53,1.37
600976.SH,健民集团,湖北,中成药,20040419,-30.0962,-6.4739,12.6481,-10.531,40.4017,-24.3796,-26.2742,-29.18,0.44,33.49,-15.17,51.47,-20.92,-39.46,-14.5,4.4282,3.5837,-20.2849,14.7166,3.6135,30.0961,44.0005,40.2236,39.9389,34.8544,27.49,24.1021,20.8053,4.3135,5.2951,4.1374,3.7613,3.3724,2.7527,3.8137,1.56,2.35,7.71,7.29,8.62,6.48,8.76
600993.SH,马应龙,湖北,中成药,20040517,-17.6704,94.4681,104.2855,-44.9439,27.8958,12.0883,10.8093,-21.17,16.56,12.89,15.77,12.28,13.45,6.02,-45.0506,22.8562,23.112,25.5294,-16.7497,17.8913,10.0494,48.5448,43.824,41.025,45.0982,50.0597,36.3025,39.475,30.922,21.3306,13.0626,7.4884,17.6424,11.0803,11.8263,4.19,5.68,14.96,7.87,15.41,13.47,13.25
600998.SH,九州通,湖北,医药商业,20101102,76.285,47.7789,28.7913,-7.2591,64.873,26.2344,23.8678,51.02,15.51,24.21,21.61,22.29,43.08,28.33,10.1773,11.044,14.1855,17.8428,20.1213,24.1334,20.7479,8.1423,7.781,8.7464,8.6326,8.4354,7.837,7.5718,2.2581,1.2633,1.7905,1.5854,1.992,1.4691,1.4194,3.03,1.76,9.32,7.19,10.75,8.29,8.42
601607.SH,上海医药,上海,医药商业,19940324,-7.8375,10.4222,5.1514,10.2373,10.1443,11.1021,11.0323,-5.42,4.42,30.49,-6.8,-2.73,15.62,17.08,-12.0816,26.4404,17.2747,21.5803,8.3489,14.4509,14.1968,15.4582,14.3546,14.3725,14.183,12.7817,11.7864,12.132,3.0354,2.9899,2.5893,2.8012,3.1012,3.1712,3.1885,2.46,2.85,10.12,10.34,10.73,10.39,9.98
603087.SH,甘李药业,北京,生物制药,20200629,26.052,,24.9812,-13.5184,40.3214,72.0143,46.5918,41.04,,21.1674,-14.7003,39.886,71.9514,48.8826,9.7307,,21.2649,0.7111,33.8153,45.2271,31.6434,91.3144,92.168,91.78,92.1309,91.3476,90.6087,91.0232,26.1987,22.8065,40.3197,39.1208,45.5575,43.4446,36.6775,2.22,2.24,23.88,24.55,38.63,41.14,35.45
603108.SH,润达医疗,上海,医药商业,20150527,-53.3555,20.3964,18.1542,19.5117,88.2598,26.8825,22.0832,-59.23,19.13,19.44,15.44,105.75,23.6,24.84,-15.1571,18.2275,18.2352,38.1015,99.5118,32.9137,19.885,22.6266,25.8745,27.1605,27.5112,28.1551,28.0962,27.1945,3.9537,7.3342,7.2477,7.2438,6.8845,6.107,5.675,1.14,2.62,11.61,10.97,9.98,10.95,12.59
603127.SH,昭衍新药,北京,医疗保健,20170825,59.0328,37.2679,64.6442,41.718,47.8868,5.1218,0.3627,223.57,-18.13,71.41,36.92,48.07,13.14,13.34,107.8952,44.1315,56.4047,35.6876,24.5957,17.0371,11.7906,49.1469,52.6647,52.6388,53.0207,56.2677,50.4588,51.5348,12.1565,15.9844,27.8726,26.4647,25.3739,21.3778,23.8014,2.28,1.83,24.35,17.99,20.57,22.1,26.82
603139.SH,康惠制药,陕西,中成药,20170421,-32.2382,0.713,-23.1284,-11.7272,-3.3947,4.8692,-0.8555,-37.58,-8.31,-17.77,-30.12,-5.53,2.5581,-0.3417,-4.9908,16.6257,14.8563,2.3324,-3.8729,0.5426,1.0789,41.6401,47.4144,48.3689,51.2831,57.6705,57.5018,57.4229,9.0001,12.3523,10.6784,15.3786,17.2134,17.0839,16.3791,0.71,1.07,4.45,6.0,8.17,13.31,14.59
603168.SH,莎普爱思,浙江,化学制药,20140702,-97.855,-52.4157,106.2125,-186.4153,-46.918,56.6253,34.1026,-207.9,-47.33,75.2212,-220.55,-35.68,18.38,34.2,-53.7712,-21.1019,-15.0601,-35.3021,-4.0715,6.1911,20.3882,46.702,70.21,66.2494,72.119,77.2575,76.4656,73.6387,0.6141,13.2361,1.5228,-20.8209,15.5883,28.1709,19.0997,0.03,1.3,0.53,-8.06,9.04,27.63,21.38
603222.SH,济民制药,浙江,化学制药,20150217,-164.8887,0.4243,115.8222,-39.3718,29.3209,-20.9735,-10.1355,-219.32,-19.09,96.32,-293.15,33.26,-20.57,-4.8,-31.6631,17.3974,10.5251,15.7461,33.8649,0.3975,-8.1322,36.6028,42.1711,45.5607,41.5232,45.0045,45.4485,48.4222,-8.7461,7.0494,9.5212,6.1681,9.2709,8.7987,11.5273,-0.84,1.38,8.23,4.0,6.86,5.56,7.8
603229.SH,奥翔药业,浙江,化学制药,20170509,169.5947,286.9845,28.5484,-17.2555,-7.5296,-5.8112,183.0801,255.38,164.9,41.76,-33.26,-6.26,-3.611,26.653,36.1609,17.0136,26.254,1.5391,20.7936,-24.2986,30.4089,54.0687,49.3218,51.7821,44.6524,60.402,55.3598,51.6138,26.3992,13.3331,18.3124,17.9856,22.0708,28.831,23.172,3.2,1.29,9.07,7.55,12.43,26.45,40.72
603233.SH,大参林,广东,医药商业,20170731,52.2781,25.1967,32.1703,11.9321,10.4076,8.789,48.9385,52.69,27.58,35.48,7.59,7.92,11.8,52.86,30.394,26.7723,25.7571,19.378,18.2902,19.1481,15.8519,37.8448,39.6255,39.4807,41.6454,40.2583,40.2177,41.0284,8.4691,7.0916,6.252,5.9338,6.3953,6.8319,8.0194,6.15,5.88,20.39,18.47,24.28,37.96,51.71
603259.SH,药明康德,江苏,化学制药,20180508,-21.5891,32.967,-17.9592,84.2177,25.8583,179.3899,-24.3842,-24.09,87.54,22.82,59.18,11.4642,389.098,-15.594,15.0949,29.3077,33.8946,23.8038,26.9636,25.2446,17.9615,34.4609,38.1386,38.9514,39.4511,41.8333,40.7583,34.549,9.5719,14.9322,14.8491,24.2746,16.699,18.3281,14.0022,1.73,2.13,10.57,23.98,21.14,29.1,14.45
603301.SH,振德医疗,浙江,医疗保健,20180412,180.6253,55.3515,20.496,6.9266,46.9904,4.7839,263.0819,912.34,-23.85,10.15,11.63,39.3486,38.3272,242.7882,112.3394,19.2928,30.7149,9.37,26.2386,1.3601,3.455,42.08,29.0545,32.0661,31.3626,29.5871,31.6951,29.8971,12.2058,9.3266,9.4545,9.0897,9.3471,8.0088,7.7618,6.13,2.69,13.28,14.25,24.43,21.88,50.92
603309.SH,维力医疗,广东,医疗保健,20150302,-59.8986,219.4909,85.2283,1.3103,-18.5399,-13.2219,34.6578,-15.04,311.94,64.31,6.79,-11.3,-14.73,8.27,-19.1384,48.68,33.2484,18.4062,22.21,-6.0945,10.5671,42.1601,41.7774,44.2457,35.1686,34.1478,37.4012,33.4263,6.0362,9.2463,12.5265,7.5679,9.5671,15.262,16.6383,0.77,2.1,12.39,7.19,7.38,9.69,13.1
603351.SH,威尔药业,江苏,化学制药,20190130,-15.6686,41.241,14.5719,4.079,45.821,21.4315,35.3431,-20.8,35.84,24.75,-0.97,-2.7744,75.0946,34.9434,-26.9488,10.9116,9.8951,15.4645,24.2937,11.982,-5.479,40.4302,36.5554,34.428,31.1072,34.9356,40.2242,32.0874,20.7113,17.9409,14.5452,13.9515,15.4781,13.1992,12.1776,2.56,3.84,11.15,19.75,22.21,23.46,22.72
603367.SH,辰欣药业,山东,化学制药,20170929,-16.9611,6.4576,2.1915,37.1228,48.744,0.0109,12.1293,-20.02,7.33,-1.05,43.93,45.26,-1.7212,12.9553,-17.1155,4.741,8.0016,28.542,15.5067,2.7165,4.5478,58.6081,56.309,57.4332,57.4131,51.0811,41.5432,36.8869,12.8792,12.8695,12.5169,13.2102,12.3435,9.538,9.8368,2.29,3.03,11.79,12.67,13.32,11.28,12.4
603368.SH,柳药股份,广西,医药商业,20141204,15.3046,41.6752,29.77,31.5923,25.036,54.0522,22.7218,14.15,36.56,27.02,31.52,26.19,55.23,17.62,6.7632,24.891,26.8239,24.0029,24.9701,16.1615,15.0709,12.6612,12.0104,12.1486,10.7606,9.6097,9.407,8.6788,5.5103,5.0805,5.1482,4.8502,4.527,4.545,3.4765,4.14,4.11,16.85,14.33,12.04,11.49,16.81
603387.SH,基蛋生物,江苏,医疗保健,20170717,-49.1207,27.7497,36.08,28.6737,40.2087,31.6847,39.8358,-45.1,11.58,38.48,23.19,35.32,27.1146,23.5959,-28.2735,43.8498,41.0886,40.4549,32.3748,33.5251,31.4451,66.3017,72.2524,72.7936,78.9039,82.125,81.2098,82.8139,30.0056,42.1155,36.1439,36.5244,39.6618,37.4764,37.909,2.63,6.12,23.01,20.14,28.7,43.15,49.9
603392.SH,万泰生物,北京,医疗保健,20200429,75.0156,,-28.7317,94.8504,1.4966,24.1519,0.7603,58.97,,38.9633,6.5792,-15.9386,15.0538,14.8828,24.0917,,20.461,3.4925,12.4919,23.9996,14.1689,71.6033,69.412,72.0496,72.6175,70.3861,72.7306,74.3277,22.7644,15.8789,17.7656,29.8036,15.8351,15.5765,15.6442,4.38,2.89,14.36,26.3,15.6,19.4,20.09
603439.SH,贵州三力,贵州,中成药,20200428,18.7606,-22.2105,20.4548,26.081,17.0252,42.3297,81.4504,28.63,86.3544,51.4145,19.7818,27.2164,32.5836,56.5451,3.0166,28.5566,22.3489,13.1617,24.0419,43.3285,34.5342,66.5427,66.6967,66.1958,65.4219,66.4724,65.0386,62.2198,17.5581,15.2305,15.0568,15.2947,13.7277,14.5508,14.6529,3.9,4.12,22.77,23.18,19.55,24.47,32.33
603456.SH,九洲药业,浙江,化学制药,20141010,-25.2823,-15.8169,51.3186,6.4647,32.4046,-44.2819,50.1212,20.95,-43.6,26.66,30.64,44.56,-40.27,43.75,-1.6069,-16.3142,8.3014,8.4303,3.8873,14.4454,12.3078,39.2764,28.3912,34.8379,33.3211,31.1609,25.5357,32.5261,8.2478,10.8151,11.7494,8.3729,8.5468,6.737,13.8242,1.13,1.55,8.52,5.74,5.65,4.4,11.63
603520.SH,司太立,浙江,化学制药,20160309,11.8306,84.2495,81.8302,12.7043,9.1898,10.4105,1.8314,5.4,93.51,76.85,59.61,-17.83,5.22,8.72,-0.9455,49.3493,46.9831,25.2528,5.6459,-3.2652,5.6459,45.2653,39.2598,42.7233,40.4737,37.5065,38.1463,37.1572,16.9027,14.5178,13.9758,10.7291,11.4532,11.2796,10.5607,4.48,4.87,18.02,10.78,10.01,10.8,15.95
603538.SH,美诺华,浙江,化学制药,20170407,3.2472,436.953,56.6228,115.6554,-43.334,2.3672,5.8987,9.25,433.91,134.53,77.51,-54.0,8.5525,-0.761,12.2113,64.3827,39.0175,40.2499,4.7108,-3.1948,-6.1509,35.1523,38.0188,38.3472,32.5648,34.0737,37.4645,32.9384,16.2673,18.3196,13.6247,12.3753,8.2523,14.7249,13.6934,3.15,3.47,11.87,8.35,4.47,12.12,13.43
603566.SH,普莱柯,河南,生物制药,20150518,311.9816,-62.5996,-19.4437,18.7667,-39.2635,32.6367,1.0589,1146.56,-86.6,-27.06,28.86,-52.0,11.2,-3.49,31.1238,2.4252,9.0675,14.7509,-9.1248,21.9526,0.5147,64.3101,65.8181,61.1518,67.0706,68.3263,71.3065,72.7266,30.7527,9.7878,16.4727,22.3029,21.5488,32.2417,29.6446,3.52,0.88,6.68,8.49,7.56,13.4,13.62
603567.SH,珍宝岛,黑龙江,中成药,20150424,-25.0415,7.4854,-11.6314,-11.2189,2.2199,-12.941,22.6283,-26.06,29.07,-8.0,-20.9,31.18,-36.84,29.82,-21.2181,29.4116,18.349,-11.3099,31.3305,15.3646,30.1428,68.0888,72.5577,60.0781,71.5737,56.7777,64.5156,78.0927,20.4412,21.6325,12.3287,16.6637,16.6809,20.77,27.9667,2.38,3.34,8.0,9.59,11.61,12.27,18.01
603579.SH,荣泰健康,上海,医疗保健,20170111,-48.75,-0.8348,18.6104,15.2815,4.6117,44.8088,131.7378,-48.17,-26.25,-3.97,20.18,8.03,45.04,109.026,-36.1738,-15.2205,0.7956,19.7027,49.2555,25.4958,41.6013,31.0963,29.0536,31.2754,34.0663,38.2184,38.1581,32.4045,8.4715,10.614,12.4535,10.8875,11.8137,16.2644,14.0406,1.8,3.8,18.9,17.6,18.85,55.46,59.36
603590.SH,康辰药业,北京,化学制药,20180827,-34.4457,22.1035,0.8147,-44.8788,149.8351,-1.8424,11.0029,-45.48,8.22,24.71,11.05,0.604,-0.1227,2.8251,-63.2007,4.961,4.2811,73.078,70.5768,-20.6174,-19.8977,91.3792,95.1045,94.5904,95.104,92.3853,88.9713,90.5493,45.4442,25.5104,24.9624,25.8207,81.0757,55.3551,44.7671,1.17,1.96,10.25,14.79,42.97,24.6,33.34
